2.000000000000000000e+00,2.000000000000000000e+00
1.401494077894164914e+00,1.585182263040909589e+00
1.096743480346489275e+00,1.407695338960135212e+00
8.048557173425607836e-01,1.278352044061780157e+00
6.064351393743732110e-01,1.218172112540967023e+00
4.484184222078771986e-01,1.184475454857882637e+00
3.113259491539923651e-01,1.161391724196225939e+00
1.864389348562093818e-01,1.141450541029842780e+00
6.945843883422346543e-02,1.120575552881338588e+00
-4.178423728544489180e-02,1.096324252949351097e+00
-1.483122826502926150e-01,1.067154813822160486e+00
