1.000000000000000000e+00 1.000000000000000000e+00
9.634100722605175582e-01 9.211954190289700639e-01
9.202611263158642085e-01 8.394881065586311530e-01
8.714772023205636930e-01 7.558960951504053449e-01
8.179661146868484334e-01 6.713774819134404881e-01
1.170236617326736450e-01 5.387948080897331238e-02
7.182768732309341431e-02 2.634425833821296692e-02
3.982965275645256042e-02 9.425047785043716431e-03
1.908815279603004456e-02 1.262805191799998283e-03
6.748968735337257385e-03 -8.139348356053233147e-04
-2.739537158049643040e-04 -1.328776474110782146e-03
1.807213120628148317e-04 -8.611714001744985580e-04
4.933734890073537827e-04 -6.515313871204853058e-04
6.383286090567708015e-04 -5.597082781605422497e-04
6.876187399029731750e-04 -5.200580926612019539e-04
6.972237024456262589e-04 -5.091702332720160484e-04
6.908822106197476387e-04 -5.145698669366538525e-04
6.882001180201768875e-04 -5.169073119759559631e-04
6.872958038002252579e-04 -5.177062703296542168e-04
6.871020887047052383e-04 -5.178833380341529846e-04
6.871328223496675491e-04 -5.178594728931784630e-04
6.871924269944429398e-04 -5.178087158128619194e-04
6.872121011838316917e-04 -5.177917191758751869e-04
6.872165249660611153e-04 -5.177878774702548981e-04
6.872161757200956345e-04 -5.177877610549330711e-04
6.872157100588083267e-04 -5.177884595468640327e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
6.872151279821991920e-04 -5.177889252081513405e-04
