2.000000000000000000e+00,2.000000000000000000e+00
1.855478739010821609e+00,1.892964413707143301e+00
1.735811516565060053e+00,1.806670598393974148e+00
1.634388060537434129e+00,1.735515497984506439e+00
1.546819698138568677e+00,1.675792989185476367e+00
1.470063049818627343e+00,1.624942400497853878e+00
1.401932304384728489e+00,1.581131195347339924e+00
1.340811573124744083e+00,1.543009396240023312e+00
1.285477028110188380e+00,1.509558070754370540e+00
1.234982506165868577e+00,1.479992094950167703e+00
1.188583438701132922e+00,1.453695634534165171e+00
1.145684800182351193e+00,1.430178093079888635e+00
1.105804597126767375e+00,1.409043279028599160e+00
1.068547695295529509e+00,1.389967350636849286e+00
1.033586694154521091e+00,1.372682733945396416e+00
1.000647710213919739e+00,1.356966193956284705e+00
9.694996462836104056e-01,1.342629849886503246e+00
9.399459793847865230e-01,1.329514313834678330e+00
9.118183971145490396e-01,1.317483385090556292e+00
8.849718099766541446e-01,1.306419900416997848e+00
8.592804012955611581e-01,1.296222454500492116e+00
8.346344688650071397e-01,1.286802783232826819e+00
8.109378773432543985e-01,1.278083657415041596e+00
7.881059865310855450e-01,1.269997173484579855e+00
7.660639539068873072e-01,1.262483355941541152e+00
7.447453340415475243e-01,1.255489006604927793e+00
7.240909154083998711e-01,1.248966750903633072e+00
7.040477484465534896e-01,1.242874242633497994e+00
6.845683287850526932e-01,1.237173497055935156e+00
6.656099071737254791e-01,1.231830328623835680e+00
6.471339035229597414e-01,1.226813874528878356e+00
6.291054069812914706e-01,1.222096189053396342e+00
6.114927475052919226e-01,1.217651896657300004e+00
5.942671271419813772e-01,1.213457894039698948e+00
5.774023014283954369e-01,1.209493093236324590e+00
5.608743030492816528e-01,1.205738199259858812e+00
5.446612012825067239e-01,1.202175516945213740e+00
5.287428918786633014e-01,1.198788782589590429e+00
5.131009129246651979e-01,1.195563016726538308e+00
4.977182829754659421e-01,1.192484394981697671e+00
4.825793583379925367e-01,1.189540134454383447e+00
4.676697068838626681e-01,1.186718393476194455e+00
4.529759961735286833e-01,1.184008182933024678e+00
4.384858940107653758e-01,1.181399287614077531e+00
4.241879798260358436e-01,1.178882196281718864e+00
4.100716655206947392e-01,1.176448039347954833e+00
3.961271245995843238e-01,1.174088533203975215e+00
3.823452285840742149e-01,1.171795930384131879e+00
3.687174898364121156e-01,1.169562974859454485e+00
3.552360100437946810e-01,1.167382861851987030e+00
3.418934337104101440e-01,1.165249201642820864e+00
3.286829060907771050e-01,1.163155986916144080e+00
3.155980350704098436e-01,1.161097563240897079e+00
3.026328565621458355e-01,1.159068602342355092e+00
2.897818030400250988e-01,1.157064077859511819e+00
2.770396748787527508e-01,1.155079243321613269e+00
2.644016142066406005e-01,1.153109612109534554e+00
2.518630810144487642e-01,1.151150939195662914e+00
2.394198312925210903e-01,1.149199204480207959e+00
2.270678969946880732e-01,1.147250597562939012e+00
2.148035676501571511e-01,1.145301503807714116e+00
2.026233734644888873e-01,1.143348491573192405e+00
1.905240697681694906e-01,1.141388300497145014e+00
1.785026226865710219e-01,1.139417830734070325e+00
1.665561959185277163e-01,1.137434133056617780e+00
1.546821385225968237e-01,1.135434399740822276e+00
1.428779736205223194e-01,1.133415956163528637e+00
1.311413879366618851e-01,1.131376253047784441e+00
1.194702221003238196e-01,1.129312859298523986e+00
1.078624616452248663e-01,1.127223455376670902e+00
9.631622864673725082e-02,1.125105827164932570e+00
8.482977394334151322e-02,1.122957860283146037e+00
7.340146989382717591e-02,1.120777534815109666e+00
6.202980362636126288e-02,1.118562920412474959e+00
5.071337073963788633e-02,1.116312171744525905e+00
3.945086941998942470e-02,1.114023524265575604e+00
2.824109494162819686e-02,1.111695290274322456e+00
1.708293452014139971e-02,1.109325855241837910e+00
5.975362492018711918e-03,1.106913674386965196e+00
-5.082564204615898362e-03,1.104457269479789172e+00
-1.609171027073943300e-02,1.101955225855545395e+00
-2.705286602935608881e-02,1.099406189622866403e+00
-3.796675116957808072e-02,1.096808865051649651e+00
-4.883401826923165767e-02,1.094162012127082972e+00
-5.965525611191568184e-02,1.091464444257497668e+00
-7.043099281313094928e-02,1.088715026124744911e+00
-8.116169876890974577e-02,1.085912671666723339e+00
-9.184778943929458594e-02,1.083056342182530551e+00
-1.024896279780316000e-01,1.080145044551480193e+00
-1.130875277189485051e-01,1.077177829557926403e+00
-1.236417545286701836e-01,1.074153790314473556e+00
-1.341525290345795263e-01,1.071072060776731005e+00
-1.446200287362501002e-01,1.067931814343302532e+00
-1.550443900079540860e-01,1.064732262535184493e+00
-1.654257099992794411e-01,1.061472653749190087e+00
-1.757640484403671377e-01,1.058152272080421508e+00
-1.860594293578012037e-01,1.054770436209184092e+00
-1.963118427067440663e-01,1.051326498348077010e+00
-2.065212459245064913e-01,1.047819843245307858e+00
-2.166875654103697924e-01,1.044249887240563668e+00
-2.268106979361370623e-01,1.040616077370037029e+00
-2.368905119915750701e-01,1.036917890517446983e+00
-2.469268490686195028e-01,1.033154832608120133e+00
-2.569195248879482252e-01,1.029326437843398834e+00
-2.668683305712811760e-01,1.025432267972838485e+00
-2.767730337625379233e-01,1.021471911601827598e+00
-2.866333797007724060e-01,1.017444983532427294e+00
-2.964490922476110124e-01,1.013351124135375647e+00
-3.062198748717391283e-01,1.009189998751342188e+00
-3.159454115928143625e-01,1.004961297119644659e+00
-3.256253678870305590e-01,1.000664732832757808e+00
-3.352593915564126559e-01,9.963000428150556864e-01
-3.448471135637899421e-01,9.918669868243293886e-01
-3.543881488352707554e-01,9.873653469747177835e-01
-3.638820970319281423e-01,9.827949272797752434e-01
-3.733285432922977543e-01,9.781555532144824427e-01
-3.827270589471913342e-01,9.734470712950830107e-01
-3.920772022082353314e-01,9.686693486756975391e-01
-4.013785188314594743e-01,9.638222727607336227e-01
-4.106305427571785849e-01,9.589057508321706669e-01
-4.198327967273371431e-01,9.539197096908562656e-01
-4.289847928814156108e-01,9.488640953110022425e-01
-4.380860333319327449e-01,9.437388725071205187e-01
-4.471360107205175627e-01,9.385440246126821595e-01
-4.561342087554667302e-01,9.332795531698293567e-01
-4.650801027316513458e-01,9.279454776295072982e-01
-4.739731600335866935e-01,9.225418350614236207e-01
-4.828128406224317382e-01,9.170686798732753386e-01
-4.915985975076423986e-01,9.115260835387187788e-01
-5.003298772039613818e-01,9.059141343335876950e-01
-5.090061201743890651e-01,9.002329370798933805e-01
-5.176267612597443835e-01,8.944826128971685719e-01
-5.261912300953909272e-01,8.886632989607419209e-01
-5.346989515156719275e-01,8.827751482665536775e-01
-5.431493459465684959e-01,8.768183294021456575e-01
-5.515418297870671172e-01,8.707930263234792134e-01
